Text	Occurrence
", 'v' for visuals"	"src/ui-knowledge.c:533"
"<dir>%s%s%s, ESC"	"src/ui-knowledge.c:535"
"No %s known."	"src/ui-knowledge.c:696"
"Choose colour:"	"src/ui-knowledge.c:1016"
"(up to 5 hex digits):"	"src/ui-knowledge.c:1124"
" dead"	"src/ui-knowledge.c:1216"
"%5d"	"src/ui-knowledge.c:1218 src/xtra3.c:282"
"%d known uniques, %d slain."	"src/ui-knowledge.c:1289"
"Creatures slain: %d/%d (in group/in total)"	"src/ui-knowledge.c:1299"
"                   Sym  Kills"	"src/ui-knowledge.c:1382"
"\nThis artifact has been lost."	"src/ui-knowledge.c:1480"
"ego items"	"src/ui-knowledge.c:1661"
" {tried}"	"src/ui-knowledge.c:1723"
", 's' to toggle squelch, 'r'ecall, '{'"	"src/ui-knowledge.c:1858"
", 's' to toggle squelch, 'r'ecall, '{', '}'"	"src/ui-knowledge.c:1859"
"Inscribe with: "	"src/ui-knowledge.c:1912"
"known objects"	"src/ui-knowledge.c:1972"
"Squelch  Inscribed          Sym"	"src/ui-knowledge.c:1972"
", 'l' to cycle lighting"	"src/ui-knowledge.c:2028"
"features"	"src/ui-knowledge.c:2081"
"                    Sym"	"src/ui-knowledge.c:2082"
"Display object knowledge"	"src/ui-knowledge.c:2114"
"Display artifact knowledge"	"src/ui-knowledge.c:2115"
"Display ego item knowledge"	"src/ui-knowledge.c:2116"
"Display monster knowledge"	"src/ui-knowledge.c:2117"
"Display feature knowledge"	"src/ui-knowledge.c:2118"
"Display contents of general store"	"src/ui-knowledge.c:2119"
"Display contents of armourer"	"src/ui-knowledge.c:2120"
"Display contents of weaponsmith"	"src/ui-knowledge.c:2121"
"Display contents of temple"	"src/ui-knowledge.c:2122"
"Display contents of alchemist"	"src/ui-knowledge.c:2123"
"Display contents of magic shop"	"src/ui-knowledge.c:2124"
"Display contents of black market"	"src/ui-knowledge.c:2125"
"Display contents of home"	"src/ui-knowledge.c:2126"
"Display hall of fame"	"src/ui-knowledge.c:2127"
"Display character history"	"src/ui-knowledge.c:2128"
"Display current knowledge"	"src/ui-knowledge.c:2150"
"abcdefghijklmnopqrstuvwxyz"	"src/ui-menu.c:31"
"ABCDEFGHIJKLMNOPQRSTUVWXYZ"	"src/ui-menu.c:32"
"abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ"	"src/ui-menu.c:33"
"menu skin not found!"	"src/ui-menu.c:840"
"menu iter not found!"	"src/ui-menu.c:841"
"%s to a pref file"	"src/ui-options.c:42"
"File: "	"src/ui-options.c:43 src/ui-options.c:994"
"Saved %s."	"src/ui-options.c:69"
"Failed to save %s."	"src/ui-options.c:71"
"%-45s: %s  (%s)"	"src/ui-options.c:100"
"option.txt#%s"	"src/ui-options.c:129"
"Set option (y/n/t), '?' for information"	"src/ui-options.c:166"
"?YyNnTt"	"src/ui-options.c:167"
"abcdefghijklmopqrsuvwxz"	"src/ui-options.c:168"
"You can only modify these options at character birth. '?' for information"	"src/ui-options.c:173"
"?"	"src/ui-options.c:174 src/ui-spell.c:190 src/xtra3.c:926 src/xtra3.c:949 src/z-util.c:362"
"Birth options"	"src/ui-options.c:210"
"Window flags (<dir> to move, 't'/Enter to toggle, or ESC)"	"src/ui-options.c:244"
"(Unused option)"	"src/ui-options.c:271"
"Cannot set main window flags!"	"src/ui-options.c:339"
"Dump keymaps"	"src/ui-options.c:425"
"Key: "	"src/ui-options.c:436 src/ui-options.c:475 src/ui-options.c:550"
"No keymap with that trigger.  Press any key to continue."	"src/ui-options.c:446"
"Found: "	"src/ui-options.c:457"
"Press any key to continue."	"src/ui-options.c:460 src/ui-options.c:480 src/ui-options.c:560 src/wizard.c:215"
"The '$' key is reserved."	"src/ui-options.c:479"
"Action: %s"	"src/ui-options.c:494"
"  Press '$' when finished."	"src/ui-options.c:496"
"  Use 'CTRL-U' to reset."	"src/ui-options.c:497"
"(Maximum keymap length is %d keys.)"	"src/ui-options.c:498"
"Save this keymap? "	"src/ui-options.c:537"
"Keymap added.  Press any key to continue."	"src/ui-options.c:539"
"Removed."	"src/ui-options.c:555"
"No keymap to remove!"	"src/ui-options.c:557"
"Current action (if any) shown below:"	"src/ui-options.c:573"
"Load a user pref file"	"src/ui-options.c:581 src/ui-options.c:659 src/ui-options.c:814 src/ui-options.c:1561"
"Save keymaps to file"	"src/ui-options.c:582"
"Query a keymap"	"src/ui-options.c:583"
"Create a keymap"	"src/ui-options.c:584"
"Remove a keymap"	"src/ui-options.c:585"
"Visual attr/char tables reset."	"src/ui-options.c:651"
"Save monster attr/chars"	"src/ui-options.c:661"
"Save object attr/chars"	"src/ui-options.c:662"
"Save feature attr/chars"	"src/ui-options.c:663"
"Save flavor attr/chars"	"src/ui-options.c:664"
"Reset visuals"	"src/ui-options.c:666"
"To edit visuals, use the knowledge menu"	"src/ui-options.c:693"
"Command: Modify colors"	"src/ui-options.c:731"
"##"	"src/ui-options.c:748"
" %c"	"src/ui-options.c:752"
"undefined"	"src/ui-options.c:759"
"Color = %d, Name = %s, Index = %c"	"src/ui-options.c:764"
"K = 0x%02x / R,G,B = 0x%02x,0x%02x,0x%02x"	"src/ui-options.c:768"
"Command (n/N/k/K/r/R/g/G/b/B): "	"src/ui-options.c:776"
"Dump colors"	"src/ui-options.c:815"
"Modify colors"	"src/ui-options.c:816"
"%i"	"src/ui-options.c:883 src/ui-options.c:913 src/ui-options.c:951"
"Command: Base Delay Factor"	"src/ui-options.c:888"
"Current base delay factor: %d msec"	"src/ui-options.c:890"
"New base delay factor (0-255): "	"src/ui-options.c:892"
"Command: Hitpoint Warning"	"src/ui-options.c:918"
"Current hitpoint warning: %d (%d%%)"	"src/ui-options.c:920"
"New hitpoint warning (0-9): "	"src/ui-options.c:922"
"Command: Movement Delay Factor"	"src/ui-options.c:956"
"Current movement delay: %d (%d msec)"	"src/ui-options.c:958"
"New movement delay: "	"src/ui-options.c:960"
"Command: Load a user pref file"	"src/ui-options.c:991"
"Failed to load '%s'!"	"src/ui-options.c:1007"
"Loaded '%s'."	"src/ui-options.c:1013"
"Dump window settings"	"src/ui-options.c:1026"
"Dump autoinscriptions"	"src/ui-options.c:1030"
"Staffs"	"src/ui-options.c:1056 src/wiz-spoil.c:109"
"Wands"	"src/ui-options.c:1057 src/wiz-spoil.c:108"
"Rods"	"src/ui-options.c:1058 src/wiz-spoil.c:107"
"Scrolls"	"src/ui-options.c:1059 src/wiz-spoil.c:103"
"Potions"	"src/ui-options.c:1060 src/wiz-spoil.c:104"
"Magic books"	"src/ui-options.c:1064"
"Prayer books"	"src/ui-options.c:1065"
"Flasks of oil"	"src/ui-options.c:1067"
"Money"	"src/ui-options.c:1069"
"%-20s : %s"	"src/ui-options.c:1136"
"Quality squelch menu"	"src/ui-options.c:1212"
"[ ] %s"	"src/ui-options.c:1246"
"Squelch the following %s:"	"src/ui-options.c:1371"
"Tt"	"src/ui-options.c:1376"
"Quality squelching options"	"src/ui-options.c:1419"
"Autoinscription setup"	"src/ui-options.c:1420"
"User interface options"	"src/ui-options.c:1547"
"Birth (difficulty) options"	"src/ui-options.c:1548"
"Cheat options"	"src/ui-options.c:1549"
"Subwindow setup"	"src/ui-options.c:1550"
"Item ignoring setup"	"src/ui-options.c:1551"
"Auto-inscription setup"	"src/ui-options.c:1552"
"Set base delay factor"	"src/ui-options.c:1554"
"Set hitpoint warning"	"src/ui-options.c:1555"
"Set movement delay"	"src/ui-options.c:1556"
"Save subwindow setup to pref file"	"src/ui-options.c:1558"
"Save autoinscriptions to pref file"	"src/ui-options.c:1559"
"Edit keymaps (advanced)"	"src/ui-options.c:1562"
"Edit colours (advanced)"	"src/ui-options.c:1564"
"Save visuals (advanced)"	"src/ui-options.c:1566"
"Options Menu"	"src/ui-options.c:1581"
"(illegible)"	"src/ui-spell.c:77"
" forgotten"	"src/ui-spell.c:80"
" untried"	"src/ui-spell.c:89"
" unknown"	"src/ui-spell.c:93"
" difficult"	"src/ui-spell.c:96"
"%-30s%2d %4d %3d%%%s"	"src/ui-spell.c:101"
"Name                             Lv Mana Fail Info"	"src/ui-spell.c:186"
"%s which %s? ('?' to toggle description)"	"src/ui-spell.c:219"
"Browsing %ss. ('?' to toggle description)"	"src/ui-spell.c:239"
"You cannot browse that."	"src/ui-spell.c:284"
"Browse which book? "	"src/ui-spell.c:296"
"You have no books that you can read."	"src/ui-spell.c:297 src/ui-spell.c:349 src/ui-spell.c:374"
"Study which book? "	"src/ui-spell.c:316"
"You cannot learn any new spells from the books you have."	"src/ui-spell.c:317"
"Cast from which book? "	"src/ui-spell.c:348 src/ui-spell.c:373"
"-more-"	"src/util.c:431"
"{/}"	"src/util.c:997"
"Illegal edit key!"	"src/util.c:1207"
"Enter a name for your character (* for a random name): "	"src/util.c:1381"
"Quantity (0-%d, *=all): "	"src/util.c:1450"
"%.70s[y/n] "	"src/util.c:1498"
"%.70s[%s] "	"src/util.c:1536"
"File name: "	"src/util.c:1568"
"Replace existing file? "	"src/util.c:1577"
"Saving as %s."	"src/util.c:1581"
"[Press any key to continue]"	"src/util.c:1651"
"Icky"	"src/util.c:1733"
"Term-1"	"src/variable.c:99"
"Term-2"	"src/variable.c:100"
"Term-3"	"src/variable.c:101"
"Term-4"	"src/variable.c:102"
"Term-5"	"src/variable.c:103"
"Term-6"	"src/variable.c:104"
"Term-7"	"src/variable.c:105"
"rb"	"src/win/readpng.c:66 src/z-file.c:387"
"png"	"src/win/scrnshot.c:64"
"PNG"	"src/win/scrnshot.c:64"
"wb"	"src/win/scrnshot.c:79 src/z-file.c:379 src/z-file.c:382"
"8x12x.fon"	"src/win/win-layout.c:81 src/win/win-layout.c:173 src/win/win-layout.c:279 src/win/win-layout.c:292 src/win/win-layout.c:305 src/win/win-layout.c:323"
"5x8x.fon"	"src/win/win-layout.c:266"
"16x24x.fon"	"src/win/win-layout.c:318 src/win/win-layout.c:331"
"12x18x.fon"	"src/win/win-layout.c:336"
"........................."	"src/wizard.c:46"
"Change tile_height to 1 to see graphics."	"src/wizard.c:56"
"GF_ types display"	"src/wizard.c:75"
"Depth %d: "	"src/wizard.c:144"
"Previous keypresses (top most recent):"	"src/wizard.c:192"
"    %-12s (code=%u mods=%u)"	"src/wizard.c:206"
"%40s"	"src/wizard.c:209"
"%s (3-118): "	"src/wizard.c:258"
"Gold: "	"src/wizard.c:282"
"Experience: "	"src/wizard.c:298"
"combat = (%dd%d) (%+d,%+d) [%d,%+d]"	"src/wizard.c:403"
"kind = %-5d  tval = %-5d  sval = %-5d  wgt = %-3d     timeout = %-d"	"src/wizard.c:406"
"number = %-3d  pval = %-5d  name1 = %-4d  egoidx = %-4d  cost = %ld"	"src/wizard.c:410"
"+------------FLAGS0------------+"	"src/wizard.c:416"
"s   ts hn    tadiiii   aiehs  hp"	"src/wizard.c:435"
"lf  eefoo    egrgggg  bcnaih  vr"	"src/wizard.c:436"
"we  lerlf   ilgannnn  ltssdo  ym"	"src/wizard.c:437"
"da reiedu   merirrrr  eityew ccc"	"src/wizard.c:437"
"itlepnele   ppanaefc  svaktm uuu"	"src/wizard.c:438"
"ghigavail   aoveclio  saanyo rrr"	"src/wizard.c:439"
"seteticf    craxierl  etropd sss"	"src/wizard.c:440"
"trenhste    tttpdced  detwes eee"	"src/wizard.c:441"
"o_ptr->ident:"	"src/wizard.c:445"
"sense  %c  worn   %c  empty   %c  known   %c"	"src/wizard.c:446"
"store  %c  attack %c  defence %c  effect  %c"	"src/wizard.c:451"
"indest %c  ego    %c"	"src/wizard.c:456"
"What kind of %s?"	"src/wizard.c:562"
"What kind of object?"	"src/wizard.c:595"
"Enter new ego item index: "	"src/wizard.c:635"
"Enter new artifact index: "	"src/wizard.c:648"
"Enter new '"	"src/wizard.c:662"
"' setting: "	"src/wizard.c:662"
"[a]ccept, [n]ormal, [g]ood, [e]xcellent? "	"src/wizard.c:710"
"Rolls: %ld, Matches: %ld, Better: %ld, Worse: %ld, Other: %ld"	"src/wizard.c:799"
"Roll for [n]ormal, [g]ood, or [e]xcellent treasure? "	"src/wizard.c:809"
"normal"	"src/wizard.c:821"
"Creating a lot of %s items. Base level = %d."	"src/wizard.c:845"
"Resetting existing curses."	"src/wizard.c:1006"
"Set light curse? "	"src/wizard.c:1012"
"Set heavy curse? "	"src/wizard.c:1014"
"Set permanent curse? "	"src/wizard.c:1016"
"Play with which object? "	"src/wizard.c:1048"
"You have nothing to play with."	"src/wizard.c:1049"
"[a]ccept [s]tatistics [r]eroll [t]weak [c]urse [q]uantity [k]nown? "	"src/wizard.c:1072"
"Changes accepted."	"src/wizard.c:1106"
"Changes ignored."	"src/wizard.c:1124"
"Allocated."	"src/wizard.c:1172"
"You feel *much* better!"	"src/wizard.c:1225"
"Jump to level (0-%d): "	"src/wizard.c:1240"
"You jump to dungeon level %d."	"src/wizard.c:1258"
"You now know about many items!"	"src/wizard.c:1299"
"Current Life Rating is %d/100."	"src/wizard.c:1344"
"Debug Command Query: "	"src/wizard.c:1440"
"debug.txt"	"src/wizard.c:1546"
"Debug Command: "	"src/wizard.c:1605"
"Create which artifact? "	"src/wizard.c:1675"
"No artifact found."	"src/wizard.c:1691"
"How many good objects? "	"src/wizard.c:1732"
"Summon which monster? "	"src/wizard.c:1800"
"No monster found."	"src/wizard.c:1822 src/wizard.c:1902 src/wizard.c:2031"
"Full recall for [a]ll monsters or [s]pecific monster? "	"src/wizard.c:1862"
"Which monster? "	"src/wizard.c:1881 src/wizard.c:2010"
"How many monsters? "	"src/wizard.c:1913"
"You can't place a trap there!"	"src/wizard.c:1938"
"You can't place a trap in the town!"	"src/wizard.c:1940"
"How many great objects? "	"src/wizard.c:1958"
"Create all items of what tval? "	"src/wizard.c:1969"
"Wipe recall for [a]ll monsters or [s]pecific monster? "	"src/wizard.c:1991"
"Gain how much experience? "	"src/wizard.c:2042"
"Really quit without saving? "	"src/wizard.c:2052"
"user choice"	"src/wizard.c:2053"
"Zap within what distance? "	"src/wizard.c:2062"
"That is not a valid debug command."	"src/wizard.c:2078"
"Ammo"	"src/wiz-spoil.c:78"
"Bows"	"src/wiz-spoil.c:82 src/wiz-spoil.c:365"
"Weapons"	"src/wiz-spoil.c:84"
"Armour (Body)"	"src/wiz-spoil.c:89"
"Armour (Misc)"	"src/wiz-spoil.c:93"
"Books (Mage)"	"src/wiz-spoil.c:111"
"Books (Priest)"	"src/wiz-spoil.c:112"
"Chests"	"src/wiz-spoil.c:114"
"Lights and fuel"	"src/wiz-spoil.c:116"
"%3d.%d"	"src/wiz-spoil.c:172"
"%-51s  %7s%6s%4s%9s\n"	"src/wiz-spoil.c:242"
"Cannot create spoiler file."	"src/wiz-spoil.c:251 src/wiz-spoil.c:436 src/wiz-spoil.c:547 src/wiz-spoil.c:670"
"Spoiler File -- Basic Items (%s)\n\n\n"	"src/wiz-spoil.c:257"
"Description"	"src/wiz-spoil.c:260"
"Dam/AC"	"src/wiz-spoil.c:260"
"Wgt"	"src/wiz-spoil.c:260"
"Lev"	"src/wiz-spoil.c:260 src/wiz-spoil.c:557"
"----------------------------------------"	"src/wiz-spoil.c:261"
"------"	"src/wiz-spoil.c:262"
"---"	"src/wiz-spoil.c:262 src/wiz-spoil.c:559"
"----"	"src/wiz-spoil.c:262 src/wiz-spoil.c:559"
"  %-51s%7s%6s%4d%9ld\n"	"src/wiz-spoil.c:306"
"Cannot close spoiler file."	"src/wiz-spoil.c:340 src/wiz-spoil.c:509 src/wiz-spoil.c:638 src/wiz-spoil.c:748"
"Successfully created a spoiler file."	"src/wiz-spoil.c:345 src/wiz-spoil.c:514 src/wiz-spoil.c:643 src/wiz-spoil.c:752"
"Edged Weapons"	"src/wiz-spoil.c:362"
"Polearms"	"src/wiz-spoil.c:363"
"Hafted Weapons"	"src/wiz-spoil.c:364"
"Helms/Crowns"	"src/wiz-spoil.c:374"
"Light Sources"	"src/wiz-spoil.c:379"
"Artifact Spoilers for %s"	"src/wiz-spoil.c:445"
"\n Randart seed is %u\n"	"src/wiz-spoil.c:447"
"\nMin Level %u, Max Level %u, Generation chance %u, Power %d, %d.%d lbs\n"	"src/wiz-spoil.c:493"
"Monster Spoilers for %s\n"	"src/wiz-spoil.c:552 src/wiz-spoil.c:676"
"------------------------------------------\n\n"	"src/wiz-spoil.c:553 src/wiz-spoil.c:677"
"%-40.40s%4s%4s%6s%8s%4s  %11.11s\n"	"src/wiz-spoil.c:556 src/wiz-spoil.c:558 src/wiz-spoil.c:624"
"Rar"	"src/wiz-spoil.c:557"
"Hp"	"src/wiz-spoil.c:557"
"Visual Info"	"src/wiz-spoil.c:557"
"--"	"src/wiz-spoil.c:559"
"-----------"	"src/wiz-spoil.c:559"
"[Q] %s"	"src/wiz-spoil.c:586"
"[U] %s"	"src/wiz-spoil.c:590"
"The %s"	"src/wiz-spoil.c:594"
"+%d"	"src/wiz-spoil.c:606"
"-%d"	"src/wiz-spoil.c:608"
"%s '%c'"	"src/wiz-spoil.c:621"
"[Q] "	"src/wiz-spoil.c:706"
"  ("	"src/wiz-spoil.c:714"
" '%c')\n"	"src/wiz-spoil.c:716"
"=== "	"src/wiz-spoil.c:719"
"Num:%d  "	"src/wiz-spoil.c:720"
"Lev:%d  "	"src/wiz-spoil.c:721"
"Rar:%d  "	"src/wiz-spoil.c:722"
"Spd:+%d  "	"src/wiz-spoil.c:725"
"Spd:-%d  "	"src/wiz-spoil.c:727"
"Hp:%d  "	"src/wiz-spoil.c:729"
"Ac:%d  "	"src/wiz-spoil.c:730"
"Exp:%ld\n"	"src/wiz-spoil.c:731"
"obj-desc.spo"	"src/wiz-spoil.c:758"
"artifact.spo"	"src/wiz-spoil.c:760"
"mon-desc.spo"	"src/wiz-spoil.c:762"
"mon-info.spo"	"src/wiz-spoil.c:764"
"Brief Object Info (obj-desc.spo)"	"src/wiz-spoil.c:772"
"Brief Artifact Info (artifact.spo)"	"src/wiz-spoil.c:773"
"Brief Monster Info (mon-desc.spo)"	"src/wiz-spoil.c:774"
"Full Monster Info (mon-info.spo)"	"src/wiz-spoil.c:775"
"Create spoilers"	"src/wiz-spoil.c:788"
" This is a Monte Carlo simulation, results are arranged by level \n"	"src/wiz-stats.c:1486"
" Monsters:  OOD means between 1 and 10 levels deep, deadly is more than \n"	"src/wiz-stats.c:1487"
"            10 levels deep \n"	"src/wiz-stats.c:1488"
" Artifacts: info on artifact location (vault, floor, etc) \n"	"src/wiz-stats.c:1489"
"\t\t     do not include special artifacts, only weapons and armor \n"	"src/wiz-stats.c:1490"
" Weapons  : Big dice weapons are either BoC, SoS, or Mod.  Uber \n"	"src/wiz-stats.c:1491"
"            weapons, are one of the above with xblows or slay evil\n"	"src/wiz-stats.c:1492"
" Launchers: xtra shots and xtra might are only logged for x3 or\n"	"src/wiz-stats.c:1493"
"            better.  Very good has +to hit or + to dam > 15\n"	"src/wiz-stats.c:1494"
" Amulets:   Endgame amulets are trickery, weaponmaster and magi\n"	"src/wiz-stats.c:1495"
" Armor:     Low resist armor may have more than one basic resist (acid, \n"	"src/wiz-stats.c:1496"
"\t\t     elec, fire, cold) but not all. \n"	"src/wiz-stats.c:1497"
" Books:     Prayer and Magic books have the same probability. \n"	"src/wiz-stats.c:1498"
" Potions:   Aug counts as 5 potions, *enlight* as 2.  Healing potions are \n"	"src/wiz-stats.c:1499"
"\t\t\t only *Healing* and Life\n"	"src/wiz-stats.c:1500"
" Scrolls:   Endgame scrolls include *Dest*, Rune, MBan and Ban \n"	"src/wiz-stats.c:1501"
"    \t\t *Acq* counts as two Acq scrolls"	"src/wiz-stats.c:1502"
" Rods: \t Utility rods: d-obj, d-stairs, d-traps, light, illum \n"	"src/wiz-stats.c:1503"
"    \t\t Endgame rods: Speed, Healing \n"	"src/wiz-stats.c:1504"
" Staves: \t Kill staves: dispel evil, power, holiness. \n"	"src/wiz-stats.c:1505"
"    \t\t Power staves: healing, magi, banishment \n"	"src/wiz-stats.c:1506"
"******** LEVEL %d , %d tries********* \n"	"src/wiz-stats.c:1516"
" MONSTER INFO \n"	"src/wiz-stats.c:1520"
" Total monsters: %f OOD: %f Deadly: %f \n"	"src/wiz-stats.c:1521"
" Unique monsters: %f OOD: %f Deadly: %f \n"	"src/wiz-stats.c:1523"
"\n ARTIFACT INFO \n"	"src/wiz-stats.c:1529"
"Total artifacts: %f  Special artifacts: %f  Weapons/armor: %f \n"	"src/wiz-stats.c:1532"
"Shallow: %f  Average: %f  Ood: %f \n"	"src/wiz-stats.c:1536"
"From vaults: %f  From floor (no vault): %f \n"	"src/wiz-stats.c:1540"
"Uniques: %f  Monsters: %f  Vault denizens: %f \n"	"src/wiz-stats.c:1542"
" Equipment info \n"	"src/wiz-stats.c:1547"
" FA total:     %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1548 src/wiz-stats.c:1667"
" SI total:     %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1550 src/wiz-stats.c:1669"
" lo res total: %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1552"
" rbase total: \t%f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1554"
" rpois total:  %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1556 src/wiz-stats.c:1671"
" rnexus total: %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1558"
" rblind total: %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1560"
" rconf total:  %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1562"
" speed total:  %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1564"
" telep total:  %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1566"
" WEAPON INFO \n"	"src/wiz-stats.c:1571"
" Total:        %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1572 src/wiz-stats.c:1610 src/wiz-stats.c:1634 src/wiz-stats.c:1659 src/wiz-stats.c:1683 src/wiz-stats.c:1697 src/wiz-stats.c:1720 src/wiz-stats.c:1732 src/wiz-stats.c:1742 src/wiz-stats.c:1756 src/wiz-stats.c:1770"
" Bad:          %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1574 src/wiz-stats.c:1612 src/wiz-stats.c:1636 src/wiz-stats.c:1699"
" Average:      %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1576 src/wiz-stats.c:1614 src/wiz-stats.c:1638 src/wiz-stats.c:1701"
" Good (great): %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1578 src/wiz-stats.c:1616 src/wiz-stats.c:1640 src/wiz-stats.c:1703"
" Slay(no evil):%f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1580"
" Slay evil:    %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1582"
" *Slay*:       %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1584"
" Branded:      %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1586"
" West.:        %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1588"
" Defender:     %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1590"
" Gondolin:     %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1592"
" HA:           %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1594"
" Xtra blows:   %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1596"
" Telep:        %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1598 src/wiz-stats.c:1626 src/wiz-stats.c:1689"
" Big dice:     %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1600"
" Uber:         %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1602"
" Morgul:       %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1604"
" LAUNCHER INFO \n"	"src/wiz-stats.c:1609"
" Very good:    %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1618"
" Xtra might:   %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1620"
" Xtra shots:   %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1622"
" Buckland:     %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1624"
" Cursed:       %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1628 src/wiz-stats.c:1691"
" ARMOR INFO \n"	"src/wiz-stats.c:1633"
" STR total:    %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1642"
" INT total:    %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1644"
" WIS total:    %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1646"
" DEX total:    %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1648"
" CON total:    %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1650"
" cursed total: %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1652 src/wiz-stats.c:1661"
" RING INFO \n"	"src/wiz-stats.c:1658"
" Speed total:  %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1663 src/wiz-stats.c:1758"
" Stat total:   %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1665 src/wiz-stats.c:1722"
" brand total:  %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1673"
" Elven total:  %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1675"
" One total:    %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1677"
" AMULET INFO \n"	"src/wiz-stats.c:1682"
" Wisdom:       %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1685"
" Endgame:      %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1687 src/wiz-stats.c:1734 src/wiz-stats.c:1750"
" AMMO INFO \n"	"src/wiz-stats.c:1696"
" Ego:          %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1705"
" Mith/Seek:    %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1707"
" M/S ego:      %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1709"
" M/S slay evil:%f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1711"
" M/S Holy:     %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1713"
" POTION INFO \n"	"src/wiz-stats.c:1719"
" Rmana total:  %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1724"
" *Heal* total: %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1726"
" SCROLL INFO \n"	"src/wiz-stats.c:1731"
" Acq total:    %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1736"
" ROD INFO \n"	"src/wiz-stats.c:1741"
" Util total:   %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1744"
" TO total:     %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1746 src/wiz-stats.c:1772"
" DAll total:   %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1748"
" STAFF INFO \n"	"src/wiz-stats.c:1755"
" *Dest* total: %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1760"
" Kill total:   %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1762"
" Powerful:     %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1764"
" WAND INFO \n"	"src/wiz-stats.c:1769"
" MAGIC/PRAYER BOOK INFO \n"	"src/wiz-stats.c:1777"
" MB1:         %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1778"
" MB2:         %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1780"
" MB3:         %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1782"
